Longitude,Latitude,HouseAge,AveRooms,AveBedrms,Population,AveOccup,MedInc,ocean_proximity,actual,predicted,residual,abs_error,pct_error,severity
-118.29,34.16,42.0,413.0,107.0,349.0,107.0,4.3438,,189800.0,291810.79907273187,-102010.79907273187,102010.79907273187,0.5374646947983766,high
-117.25,32.86,25.0,2911.0,533.0,1137.0,499.0,5.1023,,500001.0,295525.5059808102,204475.4940191898,204475.4940191898,0.4089501701380393,severe
-118.33,34.18,48.0,2122.0,385.0,926.0,362.0,5.6975,,231400.0,319537.8348211931,-88137.83482119307,88137.83482119307,0.3808895195384316,high
-121.66,37.11,19.0,3785.0,611.0,2198.0,610.0,5.1514,,436700.0,289413.1469048953,147286.85309510469,147286.85309510469,0.3372723908749821,severe
-122.41,37.78,52.0,1534.0,763.0,1520.0,614.0,1.4554,,375000.0,202018.4967200928,172981.5032799072,172981.5032799072,0.46128400874641917,severe
-119.64,34.43,32.0,1872.0,318.0,749.0,296.0,4.625,,500001.0,336358.6532914297,163642.34670857032,163642.34670857032,0.32728403884906293,severe
-118.35,34.11,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,,500001.0,404852.49130992475,95148.50869007525,95148.50869007525,0.19029663678687692,high
-120.8,35.33,20.0,2200.0,393.0,996.0,365.0,3.587,,330000.0,221489.664410036,108510.335589964,108510.335589964,0.3288191987574667,high
-121.39,38.58,41.0,2577.0,365.0,913.0,339.0,6.3406,,448300.0,308919.1935705548,139380.80642944522,139380.80642944522,0.3109096730525211,high
-121.06,37.42,52.0,504.0,96.0,295.0,97.0,3.5,,73500.0,157228.49223955165,-83728.49223955165,83728.49223955165,1.139163159721791,high
-117.19,32.82,35.0,1074.0,180.0,442.0,173.0,5.253,,204000.0,315119.3121453477,-111119.3121453477,111119.3121453477,0.5447025105164103,high
-118.23,34.21,50.0,309.0,47.0,121.0,45.0,6.213,,285000.0,411707.5854146404,-126707.58541464037,126707.58541464037,0.4445880189987382,high
-116.31,33.65,8.0,3079.0,558.0,1572.0,474.0,4.5938,,102600.0,177840.50371226124,-75240.50371226124,75240.50371226124,0.7333382428095637,high
-118.31,33.93,35.0,1580.0,266.0,926.0,282.0,5.0653,,158000.0,228620.21472401437,-70620.21472401437,70620.21472401437,0.44696338432920485,high
-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,,244300.0,322981.50171769806,-78681.50171769806,78681.50171769806,0.3220691842721984,high
-120.83,35.36,28.0,4323.0,886.0,1650.0,705.0,2.7266,,266800.0,174853.4159346682,91946.58406533179,91946.58406533179,0.3446273765567158,high
-118.37,34.22,17.0,1787.0,463.0,1671.0,448.0,3.5521,,151500.0,221690.4213164089,-70190.4213164089,70190.4213164089,0.4633031109993987,high
