lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,actual,predicted,residual,abs_error,severity
17.0,7.0,2341.0,230.0,141.0,1.6,3.8,339842.0,27019.0,0.0,0.0,0.0,0.0,1.2,4.2,5.2,103.2,236.0,2.2,718.0,990224.0,89.0,85.84917011095308,3.1508298890469177,3.1508298890469177,high
5.0,0.0,3138.0,132.0,93.0,1.2,1.8,132558.0,48767.0,4.0,7.4,7.4,0.0,0.0,8.8,15.4,101.6,139.4,1.2,284.0,1001408.0,84.0,86.9665698907455,-2.966569890745504,2.966569890745504,high
2.0,2.0,1668.0,81.0,91.0,0.2,0.2,127124.0,109027.0,15.57,20.76,20.76,0.0,16.37,9.58,14.77,16.97,42.91,1.3,193.0,1128155.0,90.0,93.06249735369397,-3.0624973536939706,3.0624973536939706,high
0.0,0.0,2288.0,61.0,60.0,0.2,0.2,22154.0,28667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,16.8,2.6,521.0,1759688.0,96.0,91.18128746498708,4.818712535012921,4.818712535012921,high
52.0,67.0,5028.0,397.0,361.0,5.4,5.2,114224.0,251581.0,0.0,0.0,0.0,0.0,0.0,5.4,5.4,186.2,392.4,1.8,462.0,995160.0,73.0,76.72466134301537,-3.72466134301537,3.72466134301537,high
4.0,1.0,5370.0,251.0,150.0,2.4,4.0,183113.0,60491.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,200.2,273.2,2.8,1386.0,1390003.0,85.0,78.00832260236827,6.991677397631733,6.991677397631733,severe
4.0,1.0,3133.0,285.0,168.0,1.2,1.6,106492.0,21962.0,1.8,2.2,9.6,47.4,1.0,14.4,29.2,79.6,142.4,1.0,159.0,1101843.0,89.0,83.60241740357556,5.397582596424442,5.397582596424442,severe
57.0,76.0,2674.0,346.0,273.0,5.39,4.19,390009.0,21069.0,0.0,0.0,0.0,0.0,0.0,8.78,9.58,279.24,485.03,2.8,3119.0,1759583.0,71.0,77.79008553675153,-6.790085536751533,6.790085536751533,severe
60.0,3.0,3491.0,480.0,354.0,4.6,2.0,627230.0,42192.0,5.8,23.0,35.6,54.8,2.4,50.2,112.0,260.0,415.6,1.8,213.0,1025504.0,78.0,73.325532073358,4.674467926641995,4.674467926641995,high
9.0,0.0,7555.0,1251.0,1124.0,5.39,2.2,1139172.0,798539.0,1.0,1.8,1.6,0.0,1.2,7.98,9.58,302.0,490.02,1.2,450.0,1109115.0,65.0,62.17025558537323,2.8297444146267665,2.8297444146267665,high
92.0,81.0,3244.0,231.0,156.0,7.98,19.56,110209.0,136276.0,14.37,39.72,58.08,88.62,3.99,13.37,16.17,344.91,559.88,2.8,266.0,1089792.0,67.0,71.0826698373293,-4.0826698373293056,4.0826698373293056,high
1.0,1.0,1529.0,78.0,67.0,0.2,0.2,26507.0,41825.0,0.4,0.4,0.4,0.0,0.0,2.2,2.2,13.03,38.68,1.3,335.0,1017246.0,97.0,94.03915775754184,2.960842242458156,2.960842242458156,high
2.0,1.0,5162.0,461.0,286.0,1.8,4.4,704358.0,431868.0,0.0,0.0,0.0,0.0,0.0,56.8,105.4,117.8,204.2,3.8,1068.0,1438059.0,73.0,76.67492172493252,-3.674921724932517,3.674921724932517,high
14.0,8.0,2056.0,149.0,108.0,1.6,1.4,104174.0,22894.0,0.0,0.0,0.0,0.0,0.0,6.8,12.4,84.0,200.8,3.4,507.0,1396656.0,91.0,88.03852334525975,2.9614766547402525,2.9614766547402525,high
20.0,14.0,3720.0,355.0,192.0,1.8,1.2,425236.0,398844.0,3.0,9.8,39.6,86.8,6.2,2.0,2.0,94.2,298.0,2.4,145.0,1038234.0,80.0,82.73990700419964,-2.7399070041996367,2.7399070041996367,high
6.0,2.0,2239.0,84.0,106.0,0.8,0.8,28054.0,60978.0,0.0,0.0,0.0,0.0,0.0,4.2,5.8,47.4,73.2,3.6,490.0,1504586.0,84.0,92.20686334958835,-8.206863349588346,8.206863349588346,severe
41.0,0.0,4887.0,292.0,133.0,9.2,27.4,606890.0,39021.0,5.2,30.6,78.8,195.0,0.6,67.8,74.6,343.6,903.4,2.7,129.0,1095571.0,63.0,57.19048555683605,5.809514443163948,5.809514443163948,severe
2.0,0.0,3454.0,243.0,217.0,2.4,0.8,61663.0,43911.0,0.0,0.0,0.0,0.0,1.4,0.4,0.4,109.8,193.2,1.0,571.0,1014162.0,88.0,85.37230161090761,2.6276983890923873,2.6276983890923873,high
15.0,5.0,5918.0,1230.0,1056.0,3.19,1.79,1634341.0,790603.0,5.38,23.9,45.22,78.09,4.18,23.31,61.16,402.19,458.76,2.0,270.0,1102400.0,61.0,68.17987175122732,-7.179871751227324,7.179871751227324,severe
21.0,1.0,3154.0,167.0,145.0,11.4,3.8,166556.0,83679.0,0.2,0.4,0.4,0.0,0.0,4.6,5.4,243.6,459.6,2.4,406.0,1716117.0,85.0,78.50170671955944,6.4982932804405635,6.4982932804405635,severe
4.0,0.0,3843.0,574.0,530.0,4.2,1.2,381660.0,302440.0,4.0,9.0,20.8,34.6,0.2,0.0,0.0,191.8,301.8,2.5,164.0,1004674.0,82.0,77.52884824260506,4.471151757394935,4.471151757394935,high
2.0,0.0,878.0,256.0,124.0,2.2,2.2,360331.0,385317.0,7.6,37.2,166.8,363.0,0.2,32.6,58.8,218.4,213.6,2.4,135.0,1803171.0,77.0,80.75626877666828,-3.7562687766682785,3.7562687766682785,high
5.0,2.0,4876.0,275.0,188.0,0.4,0.4,95773.0,80962.0,3.8,4.2,4.2,0.0,1.6,5.2,6.0,46.4,64.6,2.2,204.0,1446067.0,92.0,87.81522957221644,4.184770427783562,4.184770427783562,high
3.0,2.0,1997.0,239.0,91.0,1.0,1.2,998097.0,93669.0,0.0,0.0,0.0,0.0,0.0,2.6,3.4,88.0,120.8,2.8,2730.0,1089893.0,86.0,90.41506990462914,-4.415069904629135,4.415069904629135,high
19.0,7.0,2730.0,178.0,113.0,3.0,4.6,656621.0,547133.0,63.8,150.0,170.2,186.6,1.6,4.2,4.8,314.6,295.4,3.0,158.0,1528717.0,72.0,84.697508747744,-12.697508747743996,12.697508747743996,severe
0.0,0.0,4714.0,171.0,139.0,0.2,0.2,90210.0,17821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,18.2,2.2,775.0,1769904.0,84.0,90.41309222027272,-6.413092220272716,6.413092220272716,severe
5.0,1.0,1659.0,299.0,253.0,3.6,1.4,248055.0,126071.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,184.4,257.4,2.6,6692.0,1839965.0,85.0,87.66700014239002,-2.667000142390023,2.667000142390023,high
1.0,1.0,1597.0,100.0,92.0,0.6,0.6,6122.0,38458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.67,44.29,1.0,362.0,1752271.0,97.0,92.62038623101834,4.379613768981656,4.379613768981656,high
8.0,3.0,4462.0,368.0,291.0,3.8,2.8,272876.0,184735.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,187.2,317.8,5.0,1293.0,1614219.0,83.0,77.97073834194666,5.029261658053343,5.029261658053343,high
40.0,23.0,2008.0,143.0,99.0,3.4,8.6,80598.0,29954.0,0.0,0.0,0.0,0.0,0.2,19.4,19.8,238.2,407.0,4.4,10935.0,1383370.0,87.0,79.58523635081139,7.414763649188615,7.414763649188615,severe
69.0,59.0,731.0,80.0,61.0,2.4,3.6,249270.0,114777.0,0.0,0.0,0.0,0.0,0.0,15.6,29.2,148.4,367.4,2.6,6676.0,1713430.0,88.0,85.37850340592796,2.621496594072042,2.621496594072042,high
7.0,0.0,3758.0,508.0,978.0,5.8,1.6,233257.0,87134.0,0.0,0.0,0.0,0.0,0.0,7.4,14.2,273.2,418.6,4.2,981.0,1705043.0,79.0,74.86816711084164,4.1318328891583604,4.1318328891583604,high
